Loan Id,Amount,Term,Rate,Grade,Employment,Length,Income,Status,State,Debtincrat,Delinq2Yr,Openacc,RevolRatio,Totalpaid,Totalbal,Accopen24,Avgbal,Bcratio,Totallim,IncomeGroup,DefaultFlag,LengthGroup,RateGroup
472168,10000,60,34.18,E,Loan Administration Manager,1,"40,000.00",Non-Default,TX,22.26,1,14,Medium Utilization,"7,401.72",27087,14,2257,58.00,37602,Low Income,0,0-2 Years,Low Rate
472311,15000,36,"1,137.43",B,Lease Administrator,2,"72,000.00",Non-Default,CT,29.08,0,8,High Utilization,"15,331.05",369230,5,46154,87.70,404248,Middle Income,0,0-2 Years,High Rate
472312,16000,60,569.72,A,Supervisor,1,"45,000.00",Non-Default,GA,18.77,0,10,Low Utilization,"10,024.28",165191,2,16519,0.00,200127,Low Income,0,0-2 Years,Middle Rate
472333,12000,36,524.48,D,Banker,10,"40,000.00",Default,CA,18.09,0,5,High Utilization,"2,620.58",20626,3,5157,100.70,24419,Low Income,1,6-10 Years,Middle Rate
472380,20000,60,375.43,C,Medical Physicist,2,"100,000.00",Non-Default,MO,9.56,0,6,Medium Utilization,"23,778.77",35086,3,5848,62.60,40819,High Income,0,0-2 Years,Middle Rate
472405,11000,60,169.27,F,Manager,10,"72,000.00",Non-Default,AZ,15.53,0,9,Low Utilization,"9,402.81",50559,8,5618,14.50,73870,Middle Income,0,6-10 Years,Low Rate
472414,19200,60,936.86,D,Csr,1,"51,000.00",Non-Default,NC,27.44,0,19,High Utilization,"14,797.43",148850,8,7834,74.90,177626,Middle Income,0,0-2 Years,High Rate
472512,12225,60,388.45,F,Security,5,"36,000.00",Default,TX,35.37,0,6,Medium Utilization,"8,124.61",17247,14,2875,NA,22681,Low Income,1,3-5 Years,Middle Rate
472527,12000,36,235.32,C,Driver,10,"44,000.00",Non-Default,MO,18.06,0,6,Medium Utilization,"12,529.50",10336,4,1723,38.80,22357,Low Income,0,6-10 Years,Low Rate
472541,13600,36,478.90,E,Assembly Tech,Unknown,"40,000.00",Default,PA,15.24,0,10,Medium Utilization,"4,931.35",22457,7,2246,56.60,38405,Low Income,1,10+ Years,Middle Rate
472573,11200,36,258.10,E,Patient Access Rep,10,"33,000.00",Default,MO,23.31,0,8,High Utilization,"3,488.58",34100,5,4263,81.90,47499,Low Income,1,6-10 Years,Low Rate
472610,11700,60,425.90,E,Customer Service,10,"39,000.00",Default,KY,36.86,0,10,High Utilization,"1,568.66",102683,5,11409,97.70,121172,Low Income,1,6-10 Years,Middle Rate
472640,17000,36,227.43,B,Dental Hygienist,9,"78,000.00",Non-Default,CT,6.56,1,10,Low Utilization,"17,059.17",266349,3,26635,28.00,332790,Middle Income,0,6-10 Years,Low Rate
472867,25000,36,745.63,A,Brake Assembler,5,"100,000.00",Non-Default,OH,16.96,0,16,Medium Utilization,"26,374.89",181978,4,12132,78.30,221976,High Income,0,3-5 Years,High Rate
472891,7500,60,124.60,A,Active Duty,3,"75,000.00",Default,LA,19.25,0,12,High Utilization,"3,536.00",414903,9,34575,96.70,432913,Middle Income,1,3-5 Years,Low Rate
472892,4800,60,101.56,C,Attorney,Unknown,"165,000.00",Non-Default,MD,25.52,1,15,High Utilization,"5,658.39",424118,3,28275,74.30,523119,High Income,0,10+ Years,Low Rate
472893,3750,60,57.83,G,Unknown,10,"12,527.00",Non-Default,NY,19.75,0,10,High Utilization,"4,726.26",5046,6,561,81.80,8300,Low Income,0,6-10 Years,Low Rate
473113,21500,60,245.51,C,Account Repersentative,10,"82,000.00",Non-Default,WA,31.71,0,15,High Utilization,"15,488.25",327479,7,21832,77.40,357625,Middle Income,0,6-10 Years,Low Rate
473126,12000,60,431.58,C,Appointment Coordinator,10,"40,000.00",Non-Default,GA,9.72,1,6,Medium Utilization,"12,703.15",11237,2,1873,44.90,25400,Low Income,0,6-10 Years,Middle Rate
473160,17600,60,144.87,A,Senior Video Editor,10,"72,000.00",Non-Default,MD,34.21,0,18,High Utilization,"16,818.67",80185,3,4455,74.80,120143,Middle Income,0,6-10 Years,Low Rate
473227,10000,36,459.81,D,Laundry,1,"26,000.00",Non-Default,CA,32.64,1,13,Medium Utilization,"10,830.48",26470,7,2206,26.70,40721,Low Income,0,0-2 Years,Middle Rate
473384,16000,36,260.55,D,Product Development Specialist,1,"48,000.00",Non-Default,IL,17.13,0,18,High Utilization,"12,464.05",91468,2,5082,80.00,94620,Middle Income,0,0-2 Years,Low Rate
473387,16000,60,193.58,B,Manager,1,"47,000.00",Non-Default,CA,10.07,0,7,Medium Utilization,"18,411.18",16160,0,2309,54.20,29800,Middle Income,0,0-2 Years,Low Rate
473435,16175,36,461.90,D,"Asst, Director Of Finance",10,"60,000.00",Default,MO,25.04,0,15,Medium Utilization,"15,928.37",89343,9,5956,48.30,128058,Middle Income,1,6-10 Years,Middle Rate
473448,20000,36,390.68,D,L.P.N.,2,"48,000.00",Non-Default,NY,37.58,1,19,Low Utilization,"24,881.90",52728,5,3515,14.70,89311,Middle Income,0,0-2 Years,Middle Rate
473503,12000,36,929.87,D,Secretary,10,"28,600.00",Non-Default,KY,29.84,0,10,High Utilization,"9,434.03",17184,5,1718,92.30,25976,Low Income,0,6-10 Years,High Rate
473524,10000,36,455.01,B,Inside Sales Manager,1,"72,000.00",Non-Default,NY,23.88,5,16,Medium Utilization,"9,872.30",189749,2,13554,55.90,216009,Middle Income,0,0-2 Years,Middle Rate
473601,7650,36,241.43,D,Owner,10,"55,000.00",Non-Default,MS,12.13,0,11,Medium Utilization,"8,285.56",93385,7,8490,54.30,108257,Middle Income,0,6-10 Years,Low Rate
473637,10000,36,293.67,E,Truck Driver,1,"42,000.00",Non-Default,CA,26.4,0,6,High Utilization,"8,230.48",21081,5,3514,89.90,28032,Low Income,0,0-2 Years,Middle Rate
473651,12800,36,312.86,B,Legal Assistant,2,"74,000.00",Non-Default,NY,19.58,0,23,Medium Utilization,"12,863.62",32761,4,1560,66.20,79400,Middle Income,0,0-2 Years,Middle Rate
473683,19500,60,966.47,A,Service Director,1,"90,000.00",Non-Default,NH,9.17,0,10,Medium Utilization,"18,627.57",175571,2,17557,55.80,222850,Middle Income,0,0-2 Years,High Rate
473741,14400,36,654.68,C,Direct Marketing,5,"107,000.00",Non-Default,CO,4.34,0,6,High Utilization,"9,985.81",330055,4,55009,87.60,351887,High Income,0,3-5 Years,High Rate
473745,14400,36,512.56,D,Manager,5,"74,528.00",Non-Default,FL,27.2,0,15,High Utilization,"9,732.59",134400,4,8960,48.10,154933,Middle Income,0,3-5 Years,Middle Rate
473812,10000,36,369.49,B,Maintenance Specialist,1,"64,000.00",Non-Default,NY,7.53,0,9,Medium Utilization,"9,893.34",14085,6,1565,54.20,25488,Middle Income,0,0-2 Years,Middle Rate
473867,26000,36,98.85,E,Tank Car Unloader,10,"70,000.00",Default,VA,29,1,17,Medium Utilization,"7,661.67",173645,14,10214,50.40,201339,Middle Income,1,6-10 Years,Low Rate
473905,12000,36,645.25,A,Designated Compliance Supervisor,10,"49,200.00",Non-Default,OR,30.95,0,13,Medium Utilization,"12,283.60",47724,3,3671,45.40,70562,Middle Income,0,6-10 Years,High Rate
473940,17600,36,268.70,A,Funeral Director,10,"51,500.00",Non-Default,GA,4.99,0,5,Low Utilization,"16,955.76",135080,4,27016,25.40,172387,Middle Income,0,6-10 Years,Middle Rate
473948,28200,36,"1,001.15",C,Firefighter Emt,2,"75,000.00",Non-Default,WA,38.57,0,12,High Utilization,"30,464.62",422614,2,38419,85.80,464797,Middle Income,0,0-2 Years,High Rate
473958,13000,60,340.13,B,Registered Nurse,10,"60,000.00",Non-Default,TX,19.18,0,11,High Utilization,"15,393.63",80494,4,7318,78.30,93934,Middle Income,0,6-10 Years,Middle Rate
474005,9000,36,542.07,C,Accounts Payable,10,"50,000.00",Non-Default,CO,4.39,1,9,Medium Utilization,"9,386.64",8452,12,939,56.70,23400,Middle Income,0,6-10 Years,Middle Rate
474029,4800,36,402.54,B,Lpn,Unknown,"30,000.00",Non-Default,OH,10,0,6,Medium Utilization,"5,259.60",13214,2,2202,64.60,18806,Low Income,0,10+ Years,Middle Rate
474145,23800,36,478.19,D,Engineering Specialist,6,"78,300.00",Non-Default,CA,10.61,0,12,High Utilization,"25,546.30",148429,7,12369,95.20,187529,Middle Income,0,6-10 Years,Middle Rate
474154,10000,36,247.97,E,Nurse,1,"31,617.00",Default,FL,36.56,0,5,High Utilization,"7,586.88",40675,5,8135,62.70,47599,Low Income,1,0-2 Years,Low Rate
474172,14225,60,388.45,F,Manager,8,"30,967.20",Non-Default,KY,29.74,0,7,High Utilization,"12,664.69",27261,8,3894,NA,33831,Low Income,0,6-10 Years,Middle Rate
474178,30000,60,289.21,F,Maintenance Planner,6,"120,000.00",Default,IN,31.84,0,18,High Utilization,"13,472.14",94881,9,5271,80.40,161899,High Income,1,6-10 Years,Middle Rate
474274,10000,60,159.40,B,Counsellor,1,"85,000.00",Non-Default,NY,17.88,0,8,Medium Utilization,"9,877.40",57169,1,7146,32.10,87599,Middle Income,0,0-2 Years,Low Rate
474345,10000,36,748.65,D,Casino Service Representative Lead,1,"42,000.00",Non-Default,CA,18.47,0,15,Medium Utilization,"11,041.44",58784,4,3919,52.90,75600,Low Income,0,0-2 Years,High Rate
474378,10000,36,157.10,E,Marketing Manager,1,"45,000.00",Non-Default,MN,25.49,2,11,High Utilization,"12,212.06",228222,4,20747,3.80,285456,Low Income,0,0-2 Years,Low Rate
474379,10000,60,187.72,B,Senior Accountant,1,"89,000.00",Non-Default,MD,26.87,0,12,High Utilization,"11,569.06",366374,10,30531,81.50,408060,Middle Income,0,0-2 Years,Low Rate
474471,24050,36,242.46,E,Customer Care Manager,10,"65,350.00",Non-Default,WA,27.81,0,8,Medium Utilization,"20,318.74",58626,3,7328,60.10,77197,Middle Income,0,6-10 Years,Low Rate
474528,3500,60,268.01,D,Dir. Special Projects And Ex. Assistant,1,"42,786.00",Non-Default,IN,14.03,0,10,High Utilization,"4,034.33",61652,4,6165,97.70,60425,Low Income,0,0-2 Years,Low Rate
474573,2700,60,213.82,B,Marketing Mgr.,10,"85,000.00",Non-Default,CA,4.48,0,10,Low Utilization,"3,027.35",326363,7,54394,33.20,350299,Middle Income,0,6-10 Years,Low Rate
474615,13775,60,516.25,E,Unknown,3,"60,000.00",Non-Default,NY,16.76,2,10,Medium Utilization,"15,541.91",24916,7,2491,84.00,35503,Middle Income,0,3-5 Years,Middle Rate
474667,7000,36,414.43,B,Operations & Information Manager,10,"40,250.00",Non-Default,UT,13.24,1,21,High Utilization,"8,163.40",111289,5,5299,87.20,106426,Low Income,0,6-10 Years,Middle Rate
474673,6550,36,407.33,D,Unknown,Unknown,"34,000.00",Non-Default,MI,22.45,2,15,Medium Utilization,"7,833.98",99141,7,6609,88.60,119799,Low Income,0,10+ Years,Middle Rate
474799,13200,36,153.02,C,Accounting Assistant,2,"30,000.00",Non-Default,CA,19.76,0,5,High Utilization,"14,236.29",20665,0,4133,77.70,26600,Low Income,0,0-2 Years,Low Rate
474841,8000,60,503.57,C,Interior Designer,3,"60,000.00",Non-Default,TX,11.66,0,11,Medium Utilization,"8,581.88",15862,4,1762,97.10,34600,Middle Income,0,3-5 Years,Middle Rate
474843,16000,36,395.67,C,Tech Manager,1,"72,000.00",Non-Default,FL,2.1,2,8,Low Utilization,"17,320.95",2508,4,502,5.70,16400,Middle Income,0,0-2 Years,Middle Rate
474865,21000,36,658.95,D,Rn,5,"100,000.00",Non-Default,FL,7.43,0,18,High Utilization,"16,222.32",188741,3,11102,68.30,229150,High Income,0,3-5 Years,High Rate
474875,2875,60,343.65,C,Internal Auditor,5,"68,000.00",Non-Default,OK,15.02,0,10,High Utilization,"3,084.34",202705,2,20271,101.50,207208,Middle Income,0,3-5 Years,Middle Rate
474881,35000,36,537.40,E,Radiologic Technologist,10,"93,000.00",Non-Default,IN,24.19,2,13,Medium Utilization,"28,445.56",131775,6,10137,74.10,182209,High Income,0,6-10 Years,Middle Rate
474895,4725,36,619.93,D,Cna,Unknown,"35,000.00",Non-Default,NC,11.49,1,11,Medium Utilization,"5,117.41",5406,6,540,88.00,11110,Low Income,0,10+ Years,High Rate
474904,6000,60,439.65,D,Sous Chef,10,"42,000.00",Non-Default,NJ,18.52,0,7,Medium Utilization,"6,584.46",51625,1,7375,49.50,67772,Low Income,0,6-10 Years,Middle Rate
474948,21000,36,461.45,A,Associate Director,5,"122,000.00",Non-Default,NC,22.59,0,9,High Utilization,"20,357.80",84490,0,9388,72.90,159365,High Income,0,3-5 Years,Middle Rate
475019,12300,36,342.21,D,Account Manager,Unknown,"34,221.43",Default,FL,8.66,0,6,Medium Utilization,"6,243.26",92950,2,15492,97.50,110784,Low Income,1,10+ Years,Middle Rate
475031,4500,60,124.49,C,Attorney,10,"190,000.00",Non-Default,WI,16.88,0,12,Medium Utilization,"4,868.22",501066,4,41756,65.00,578260,High Income,0,6-10 Years,Low Rate
475032,4500,36,279.15,D,Electronics Technician,10,"54,000.00",Non-Default,CA,3.36,0,5,High Utilization,"5,379.15",2739,4,548,62.00,4400,Middle Income,0,6-10 Years,Middle Rate
475046,10000,36,233.81,B,Port Security Officer,1,"88,000.00",Non-Default,NJ,19.09,0,17,High Utilization,"10,179.03",42593,5,2662,100.40,62643,Middle Income,0,0-2 Years,Low Rate
475061,7000,60,365.23,B,Clerical,10,"58,000.00",Non-Default,CA,3.37,0,6,High Utilization,"7,579.11",293463,1,48911,52.20,289100,Middle Income,0,6-10 Years,Middle Rate
475152,7000,36,391.10,B,National Accounts Manager,10,"80,000.00",Non-Default,MS,20.62,0,9,Medium Utilization,"7,803.50",224483,4,28060,41.70,267001,Middle Income,0,6-10 Years,Middle Rate
475201,13000,60,434.75,A,Agent,10,"60,000.00",Non-Default,CA,7.76,0,8,Medium Utilization,"13,510.05",15452,0,1932,46.80,35000,Middle Income,0,6-10 Years,Middle Rate
475209,12000,36,645.59,B,Analyst,10,"75,000.00",Non-Default,TX,27.44,0,9,High Utilization,"7,997.09",338614,3,42327,66.40,382129,Middle Income,0,6-10 Years,High Rate
475359,4000,60,587.92,B,Shop Foreman,1,"80,000.00",Default,TX,9.81,0,6,High Utilization,"2,993.40",189170,2,31528,88.40,202726,Middle Income,1,0-2 Years,High Rate
475366,6000,36,375.06,B,Senior Engineer,10,"85,000.00",Non-Default,AZ,11.73,0,7,Medium Utilization,"5,841.39",38113,2,5445,49.80,57931,Middle Income,0,6-10 Years,Middle Rate
475423,9200,60,482.32,B,Unknown,10,"20,000.00",Non-Default,AZ,20.11,0,11,Medium Utilization,"10,090.88",56455,0,5646,73.10,72458,Low Income,0,6-10 Years,Middle Rate
475455,1500,60,174.11,C,Billing Specialist,10,"32,000.00",Non-Default,FL,21.46,0,13,High Utilization,"1,692.63",18391,9,1533,52.40,26410,Low Income,0,6-10 Years,Low Rate
475498,30000,36,173.31,D,Supervisor,6,"105,000.00",Default,NJ,21.33,0,11,High Utilization,"8,683.58",75098,1,7510,87.80,90949,High Income,1,6-10 Years,Low Rate
475643,12000,36,235.83,C,Vectra Operator,10,"54,637.00",Non-Default,NC,7.36,0,6,High Utilization,"13,494.20",9937,4,1656,87.30,12920,Middle Income,0,6-10 Years,Low Rate
475660,7500,36,103.49,B,Financial Analyst,3,"105,000.00",Non-Default,TX,17.11,0,14,Low Utilization,"7,900.98",210766,9,16213,25.80,286795,High Income,0,3-5 Years,Low Rate
475701,9500,60,112.92,B,Legal Assistant,5,"30,000.00",Non-Default,IL,14.28,0,11,Medium Utilization,"10,577.23",60949,3,5540,63.00,65300,Low Income,0,3-5 Years,Low Rate
475719,20000,36,311.63,C,Manager,2,"60,000.00",Default,AL,35.96,0,19,Medium Utilization,"11,259.58",46904,5,2932,60.70,99794,Middle Income,1,0-2 Years,Middle Rate
475770,8400,36,318.64,C,Doctor,10,"45,000.00",Non-Default,NY,23.61,1,34,High Utilization,"9,147.89",371123,2,11246,95.90,331509,Low Income,0,6-10 Years,Middle Rate
475820,10000,36,697.90,E,Residential Counselor,1,"20,000.00",Default,MD,33.13,0,20,Medium Utilization,"4,093.26",19304,11,1016,37.60,52100,Low Income,1,0-2 Years,High Rate
475843,22000,60,260.29,C,Branch Manager,5,"62,000.00",Non-Default,NJ,32.09,1,16,High Utilization,"15,425.59",87927,5,6281,80.80,117802,Middle Income,0,3-5 Years,Low Rate
475863,24775,60,185.05,D,Server,8,"59,000.00",Default,TX,15.76,0,19,High Utilization,"12,380.62",27189,3,1431,101.20,41434,Middle Income,1,6-10 Years,Low Rate
475895,28000,36,405.71,B,Rn,7,"90,000.00",Non-Default,CA,21.93,0,13,High Utilization,"29,194.47",462127,6,35548,86.60,491768,Middle Income,0,6-10 Years,Middle Rate
475925,4000,36,281.58,C,Advanced Tech,1,"24,000.00",Non-Default,FL,9.7,0,10,High Utilization,"4,327.52",120513,4,12051,93.30,126212,Low Income,0,0-2 Years,Middle Rate
475941,5000,36,329.91,C,Teacher,1,"60,000.00",Non-Default,WA,22.34,0,5,High Utilization,"5,243.67",47057,1,11764,100.90,47100,Middle Income,0,0-2 Years,Middle Rate
475970,35000,60,636.95,C,Md,10,"275,000.00",Non-Default,CA,8.13,0,7,High Utilization,"45,469.84",96309,2,13758,95.30,110385,High Income,0,6-10 Years,High Rate
476022,12000,36,395.89,B,Quality Management Manager,10,"95,000.00",Non-Default,GA,36.59,0,14,High Utilization,"7,914.74",226334,3,16167,87.90,299766,High Income,0,6-10 Years,Middle Rate
476048,4800,36,380.63,C,Patient Rep,Unknown,"23,763.00",Default,MO,24.24,0,20,Medium Utilization,"2,705.15",136230,3,8514,82.80,175066,Low Income,1,10+ Years,Middle Rate
476056,2500,60,"1,257.80",D,Sales,8,"49,500.00",Non-Default,TX,35.42,0,6,High Utilization,"2,882.89",64598,4,10766,93.60,73449,Middle Income,0,6-10 Years,High Rate
476107,6350,60,397.84,D,Office Manager,5,"32,000.00",Non-Default,OR,11.85,0,10,High Utilization,"6,994.48",111095,1,12344,66.80,137495,Low Income,0,3-5 Years,Middle Rate
476129,18000,60,276.26,B,Department Manager,10,"80,000.00",Non-Default,KS,6.27,2,8,Medium Utilization,"18,081.56",151284,2,18911,60.10,208084,Middle Income,0,6-10 Years,Middle Rate
476169,15500,60,450.52,D,Forklift Operator,10,"31,000.00",Non-Default,MA,20.63,1,13,Low Utilization,"17,862.01",16788,7,1291,29.80,40080,Low Income,0,6-10 Years,Middle Rate
476238,35000,60,483.40,C,Project Manager,10,"155,000.00",Non-Default,MN,12.91,2,12,High Utilization,"25,760.33",223348,5,18612,82.00,263444,High Income,0,6-10 Years,Middle Rate
476246,6000,36,314.20,A,Primary Patent Examiner,10,"127,000.00",Non-Default,NJ,5.2,0,17,Medium Utilization,"5,780.31",363664,7,22729,32.40,425825,High Income,0,6-10 Years,Middle Rate
476358,26900,36,673.27,D,Toll Collector,Unknown,"87,000.00",Non-Default,IL,29.05,0,20,High Utilization,"33,999.24",63586,6,3179,96.00,84199,Middle Income,0,10+ Years,High Rate
476369,10000,36,251.97,B,Graphic Design,1,"45,000.00",Default,CA,11.55,0,7,Low Utilization,"9,125.39",13014,5,1859,21.60,35229,Low Income,1,0-2 Years,Low Rate
476410,10000,36,451.90,B,Collector,1,"34,000.00",Non-Default,TX,9.18,0,13,Medium Utilization,"11,264.42",98366,7,8197,66.00,113200,Low Income,0,0-2 Years,Middle Rate
476472,30000,36,491.01,C,Business Manager,6,"110,000.00",Non-Default,OH,16.46,0,14,High Utilization,"33,302.87",164708,3,11765,80.50,208751,High Income,0,6-10 Years,Middle Rate
476555,19675,60,281.50,F,Smsr,5,"45,000.00",Default,WI,28.83,0,11,High Utilization,"3,307.14",259541,8,23595,98.20,281017,Low Income,1,3-5 Years,Middle Rate
476560,1300,60,261.88,C,Unknown,1,"14,220.00",Non-Default,PA,34.8,0,9,Medium Utilization,"1,548.11",8899,1,989,65.50,21000,Low Income,0,0-2 Years,Low Rate
476589,16800,36,995.34,C,Director Of Transportation,1,"88,000.00",Non-Default,CA,9.82,0,8,High Utilization,"19,647.34",70776,4,8847,99.10,49961,Middle Income,0,0-2 Years,High Rate
476592,10075,36,215.89,E,Shipping Clerk / Office Assitant,10,"30,000.00",Non-Default,IL,17.44,0,9,Low Utilization,"12,923.87",91039,2,10115,2.60,119806,Low Income,0,6-10 Years,Low Rate
476658,15000,36,637.58,B,Network Engineer,2,"100,000.00",Non-Default,CA,13.57,0,6,High Utilization,"16,359.40",24033,1,4006,86.90,40848,High Income,0,0-2 Years,High Rate
476705,10000,36,237.29,C,Executive Director,1,"350,000.00",Non-Default,NY,5.77,1,7,High Utilization,"7,151.78",56730,1,8104,98.30,67200,High Income,0,0-2 Years,Low Rate
476754,26400,60,270.98,F,Legal Assistant,7,"55,000.00",Default,KY,30.87,0,16,Medium Utilization,"13,227.19",181912,4,12127,50.70,231468,Middle Income,1,6-10 Years,Middle Rate
476854,12000,60,266.83,B,Director Operations,10,"80,000.00",Non-Default,OH,14.45,5,16,Low Utilization,"12,054.37",157121,3,10475,35.00,207425,Middle Income,0,6-10 Years,Low Rate
476917,9900,60,246.39,A,Instrument Tech,5,"27,411.91",Non-Default,FL,14.97,0,8,Medium Utilization,"9,457.10",45034,1,6433,42.00,72187,Low Income,0,3-5 Years,Low Rate
476980,12950,36,348.95,E,Supervisor,2,"45,000.00",Default,MA,2.21,0,7,Low Utilization,"13,209.95",1294,3,185,22.50,8200,Low Income,1,0-2 Years,Middle Rate
477008,20000,36,291.18,D,Plant Manager,2,"95,000.00",Non-Default,TX,11.67,0,14,High Utilization,"22,944.75",37822,14,2702,54.30,53048,High Income,0,0-2 Years,Middle Rate
477080,5000,60,327.34,C,Order Administrator,1,"48,000.00",Non-Default,NH,11.73,2,12,Low Utilization,"6,064.47",14200,4,1291,99.10,28286,Middle Income,0,0-2 Years,Middle Rate
477091,21000,60,507.80,B,General Manager,5,"120,000.00",Non-Default,CA,14.79,0,10,High Utilization,"13,817.13",60009,1,6001,74.70,74647,High Income,0,3-5 Years,Middle Rate
477115,30000,36,222.70,D,Staff Auditor,6,"72,000.00",Non-Default,CA,34.84,2,12,High Utilization,"33,128.16",296318,6,24693,75.80,328953,Middle Income,0,6-10 Years,Low Rate
477257,10000,60,330.57,C,Technician,1,"75,000.00",Non-Default,IL,15.92,0,6,High Utilization,"11,925.55",41174,5,6862,93.00,47058,Middle Income,0,0-2 Years,Middle Rate
477297,30000,36,615.29,B,Strategic Account Manager,6,"191,734.00",Non-Default,TX,10.34,0,9,High Utilization,"30,744.05",51768,2,5752,101.70,69276,High Income,0,6-10 Years,High Rate
477335,14400,36,283.44,C,Warehouseman,5,"56,000.00",Non-Default,OR,8.83,0,6,High Utilization,"9,985.81",16396,3,2733,92.40,23600,Middle Income,0,3-5 Years,Middle Rate
477459,32000,36,130.67,C,Uw Ops Manager,10,"107,000.00",Non-Default,MN,29.27,0,21,High Utilization,"22,893.15",95868,6,4565,93.10,113816,High Income,0,6-10 Years,Low Rate
